strain,time (s)
1.9034608317562813e-20,-3.2446975689999995
1.8064697844976607e-20,-3.2442092877499995
1.7073082880472964e-20,-3.2437210064999995
1.6060943283632538e-20,-3.2432327252499995
1.5029483843950792e-20,-3.2427444439999995
1.397993285212891e-20,-3.2422561627499995
1.2913540642480032e-20,-3.2417678814999995
1.1831578108169084e-20,-3.2412796002499995
1.0735335191049192e-20,-3.2407913189999995
9.626119347878578e-21,-3.2403030377499995
8.505253994738351e-21,-3.2398147564999995
7.37407693149603e-21,-3.2393264752499995
6.233938748188189e-21,-3.2388381939999995
5.086201215211703e-21,-3.2383499127499995
3.932235659242678e-21,-3.2378616314999995
2.7734213268157094e-21,-3.2373733502499995
1.611143737513751e-21,-3.2368850689999995
4.4679302872653945e-22,-3.2363967877499995
-7.1823770603562085e-22,-3.2359085064999995
-1.8825540833000485e-21,-3.2354202252499995
-3.0447620982637e-21,-3.2349319439999995
-4.2034697939011124e-21,-3.2344436627499995
-5.357288928559722e-21,-3.2339553814999995
-6.504836640034188e-21,-3.2334671002499995
-7.644737103892443e-21,-3.2329788189999995
-8.775623183484191e-21,-3.2324905377499995
-9.896138072364406e-21,-3.2320022564999995
-1.100493692488104e-20,-3.2315139752499995
-1.2100688472895016e-20,-3.2310256939999995
-1.3182076627144424e-20,-3.2305374127499995
-1.424780206130766e-20,-3.2300491314999995
-1.5296583776868007e-20,-3.2295608502499995
-1.632716064688226e-20,-3.2290725689999995
-1.7338292936793838e-20,-3.2285842877499995
-1.8328763800450022e-20,-3.2280960064999995
-1.929738074951124e-20,-3.2276077252499995
-2.024297709447752e-20,-3.2271194439999995
-2.1164413355576686e-20,-3.2266311627499995
-2.2060578641812368e-20,-3.2261428814999995
-2.293039199648656e-20,-3.2256546002499995
-2.3772803707565074e-20,-3.2251663189999995
-2.458679658128956e-20,-3.2246780377499995
-2.5371387177484058e-20,-3.2241897564999995
-2.6125627005043436e-20,-3.2237014752499995
-2.684860367614903e-20,-3.2232131939999995
-2.7539442017792283e-20,-3.2227249127499995
-2.819730513924713e-20,-3.2222366314999995
-2.8821395454178484e-20,-3.2217483502499995
-2.9410955656129456e-20,-3.2212600689999995
-2.996526964618486e-20,-3.2207717877499995
-3.048366341166312e-20,-3.2202835064999995
-3.096550585475163e-20,-3.2197952252499995
-3.1410209570053604e-20,-3.2193069439999995
-3.1817231570079363e-20,-3.2188186627499995
-3.218607395777454e-20,-3.2183303814999995
-3.2516284545242835e-20,-3.2178421002499995
-3.28074574178825e-20,-3.2173538189999995
-3.305923344322242e-20,-3.2168655377499995
-3.327130072380855e-20,-3.2163772564999995
-3.3443394993559326e-20,-3.2158889752499995
-3.35752999570751e-20,-3.2154006939999995
-3.366684757145537e-20,-3.2149124127499995
-3.3717918270246265e-20,-3.2144241314999995
-3.372844112921026e-20,-3.2139358502499995
-3.3698393973679307e-20,-3.2134475689999995
-3.3627803427323316e-20,-3.2129592877499995
-3.351674490223573e-20,-3.2124710064999995
-3.336534253030885e-20,-3.2119827252499995
-3.317376903594173e-20,-3.2114944439999995
-3.2942245550194676e-20,-3.2110061627499995
-3.2671041366574953e-20,-3.2105178814999995
-3.236047363870735e-20,-3.2100296002499995
-3.20109070202159e-20,-3.2095413189999995
-3.162275324721024e-20,-3.2090530377499995
-3.1196470663842246e-20,-3.2085647564999995
-3.0732563691463235e-20,-3.2080764752499995
-3.0231582241986896e-20,-3.2075881939999995
-2.9694121076124676e-20,-3.2070999127499995
-2.912081910722948e-20,-3.2066116314999995
-2.8512358651549704e-20,-3.2061233502499995
-2.786946462576485e-20,-3.2056350689999995
-2.7192903692727075e-20,-3.2051467877499995
-2.6483483356410183e-20,-3.2046585064999995
-2.5742051007118474e-20,-3.2041702252499995
-2.496949291807586e-20,-3.2036819439999995
-2.4166733194568635e-20,-3.2031936627499995
-2.3334732676880936e-20,-3.2027053814999995
-2.247448779831308e-20,-3.2022171002499995
-2.158702939962776e-20,-3.2017288189999995
-2.0673421501327182e-20,-3.2012405377499995
-1.973476003521518e-20,-3.2007522564999995
-1.8772171536742105e-20,-3.2002639752499995
-1.7786811799686043e-20,-3.1997756939999995
-1.6779864494774537e-20,-3.1992874127499995
-1.5752539753875077e-20,-3.1987991314999995
-1.4706072721457768e-20,-3.1983108502499995
-1.3641722075041015e-20,-3.1978225689999995
-1.2560768516396248e-20,-3.1973342877499995
-1.1464513235305895e-20,-3.1968460064999995
-1.0354276347717592e-20,-3.1963577252499995
-9.231395310158642e-21,-3.1958694439999995
-8.097223312311368e-21,-3.1953811627499995
-6.95312764967759e-21,-3.1948928814999995
-5.80048807828191e-21,-3.1944046002499995
-4.640695153391179e-21,-3.1939163189999995
-3.475148554246217e-21,-3.1934280377499995
-2.305255396819754e-21,-3.1929397564999995
-1.1324285366369036e-21,-3.1924514752499995
4.191513631017732e-23,-3.1919631939999995
1.2163564084794615e-21,-3.1914749127499995
2.3894754574784522e-21,-3.1909866314999995
3.559853568470397e-21,-3.1904983502499995
4.726074850209146e-21,-3.1900100689999995
5.886727948634794e-21,-3.1895217877499995
7.040407755946833e-21,-3.1890335064999995
8.185717113092153e-21,-3.1885452252499995
9.32126850360229e-21,-3.1880569439999995
1.0445685736718352e-20,-3.1875686627499995
1.1557605617771777e-20,-3.1870803814999995
1.2655679603777104e-20,-3.1865921002499995
1.3738575442235857e-20,-3.1861038189999995
1.480497879114481e-20,-3.1856155377499995
1.5853594818246898e-20,-3.1851272564999995
1.688314977756384e-20,-3.1846389752499995
1.7892392561291682e-20,-3.1841506939999995
1.8880096225163203e-20,-3.1836624127499995
1.9845059485410593e-20,-3.1831741314999995
2.0786108185496528e-20,-3.1826858502499995
2.1702096730816814e-20,-3.1821975689999995
2.2591909489613218e-20,-3.1817092877499995
2.3454462158379037e-20,-3.1812210064999995
2.4288703090075074e-20,-3.1807327252499995
2.5093614583527148e-20,-3.1802444439999995
2.586821413240782e-20,-3.1797561627499995
2.6611555632267922e-20,-3.1792678814999995
2.732273054412455e-20,-3.1787796002499995
2.800086901316172e-20,-3.1782913189999995
2.8645140941161636e-20,-3.1778030377499995
2.925475701133284e-20,-3.1773147564999995
2.982896966425835e-20,-3.1768264752499995
3.036707402374938e-20,-3.1763381939999995
3.0868408771446364e-20,-3.1758499127499995
3.133235696907096e-20,-3.1753616314999995
3.17583468272971e-20,-3.1748733502499995
3.214585242027101e-20,-3.1743850689999995
3.249439434487566e-20,-3.1738967877499995
3.280354032390426e-20,-3.1734085064999995
3.3072905752369014e-20,-3.1729202252499995
3.330215418624591e-20,-3.1724319439999995
3.349099777302318e-20,-3.1719436627499995
3.3639197623816904e-20,-3.1714553814999995
3.3746564127397996e-20,-3.1709671002499995
3.381295720178033e-20,-3.1704788189999995
3.383828648638e-20,-3.1699905377499995
3.3822511474536506e-20,-3.1695022564999995
3.376564158553982e-20,-3.1690139752499995
3.36677361760343e-20,-3.1685256939999995
3.3528904490744626e-20,-3.1680374127499995
3.3349305552542336e-20,-3.1675491314999995
3.312914799194549e-20,-3.1670608502499995
3.286868981621773e-20,-3.1665725689999995
3.25682381183063e-20,-3.1660842877499995
3.22281487259321e-20,-3.1655960064999995
3.184882579121832e-20,-3.1651077252499995
3.143072132131555e-20,-3.1646194439999995
3.0974334650555163e-20,-3.1641311627499995
3.048021185473235e-20,-3.1636428814999995
2.9948945108193354e-20,-3.1631546002499995
2.9381171984468037e-20,-3.1626663189999995
2.877757470126413e-20,-3.1621780377499995
2.813887931069927e-20,-3.1616897564999995
2.7465854835724815e-20,-3.1612014752499995
2.6759312353750256e-20,-3.1607131939999995
2.602010402855279e-20,-3.1602249127499995
2.5249122091612423e-20,-3.1597366314999995
2.4447297774079262e-20,-3.1592483502499995
2.361560019064257e-20,-3.1587600689999995
2.2755035176622897e-20,-3.1582717877499995
2.1866644079677242e-20,-3.1577835064999995
2.095150250755659e-20,-3.1572952252499995
2.0010719033406937e-20,-3.1568069439999995
1.9045433860172396e-20,-3.1563186627499995
1.8056817445690525e-20,-3.1558303814999995
1.7046069090130987e-20,-3.1553421002499995
1.6014415487481086e-20,-3.1548538189999995
1.4963109242804612e-20,-3.1543655377499995
1.3893427357073954e-20,-3.1538772564999995
1.2806669681391728e-20,-3.1533889752499995
1.170415734246531e-20,-3.1529006939999995
1.0587231141241826e-20,-3.1524124127499995
9.457249926631473e-21,-3.1519241314999995
8.315588946287017e-21,-3.1514358502499995
7.1636381764413e-21,-3.1509475689999995
6.00280063281883e-21,-3.1504592877499995
4.834490664673189e-21,-3.1499710064999995
3.6601322340215014e-21,-3.1494827252499995
2.481157182163193e-21,-3.1489944439999995
1.2990034855911132e-21,-3.1485061627499995
1.1511350342068818e-22,-3.1480178814999995
-1.069067781536726e-21,-3.1475296002499995
-2.2520945259067793e-21,-3.1470413189999995
-3.43252179094264e-21,-3.1465530377499995
-4.608907307618749e-21,-3.1460647564999995
-5.7798132394757205e-21,-3.1455764752499995
-6.943807941052854e-21,-3.1450881939999995
-8.09946770976803e-21,-3.1445999127499995
-9.245378529088227e-21,-3.1441116314999995
-1.0380137800868251e-20,-3.1436233502499995
-1.1502356064717465e-20,-3.1431350689999995
-1.2610658702299489e-20,-3.1426467877499995
-1.370368762446031e-20,-3.1421585064999995
-1.4780102939116535e-20,-3.1416702252499995
-1.5838584597850056e-20,-3.1411819439999995
-1.687783401917735e-20,-3.1406936627499995
-1.7896575686501918e-20,-3.1402053814999995
-1.8893558718766122e-20,-3.1397171002499995
-1.9867558411872135e-20,-3.1392288189999995
-2.081737774896247e-20,-3.1387405377499995
-2.1741848877690748e-20,-3.1382522564999995
-2.2639834552653115e-20,-3.1377639752499995
-2.351022954119388e-20,-3.1372756939999995
-2.4351961990835415e-20,-3.1367874127499995
-2.516399475663503e-20,-3.1362991314999995
-2.5945326686816542e-20,-3.1358108502499995
-2.669499386507552e-20,-3.1353225689999995
-2.741207080799972e-20,-3.1348342877499995
-2.8095671616122323e-20,-3.1343460064999995
-2.87449510771504e-20,-3.1338577252499995
-2.9359105719995965e-20,-3.1333694439999995
-2.993737481828056e-20,-3.1328811627499995
-3.047904134204907e-20,-3.1323928814999995
-3.098343285649286e-20,-3.1319046002499995
-3.1449922366543874e-20,-3.1314163189999995
-3.187792910626713e-20,-3.1309280377499995
-3.226691927204743e-20,-3.1304397564999995
-3.2616406698631935e-20,-3.1299514752499995
-3.292595347716177e-20,-3.1294631939999995
-3.3195170514394036e-20,-3.1289749127499995
-3.342371803238927e-20,-3.1284866314999995
-3.3611306008010486e-20,-3.1279983502499995
-3.375769455165234e-20,-3.1275100689999995
-3.3862694224696465e-20,-3.1270217877499995
-3.392616629525929e-20,-3.1265335064999995
-3.394802293187778e-20,-3.1260452252499995
-3.3928227334852e-20,-3.1255569439999995
-3.386679380504092e-20,-3.1250686627499995
-3.376378774998415e-20,-3.1245803814999995
-3.361932562729872e-20,-3.1240921002499995
-3.343357482537774e-20,-3.1236038189999995
-3.3206753481493946e-20,-3.1231155377499995
-3.293913023748901e-20,-3.1226272564999995
-3.263102393330509e-20,-3.1221389752499995
-3.2282803238692585e-20,-3.1216506939999995
-3.189488622350426e-20,-3.1211624127499995
-3.1467739867061214e-20,-3.1206741314999995
-3.100187950715059e-20,-3.1201858502499995
-3.0497868229292305e-20,-3.1196975689999995
-2.995631619698246e-20,-3.1192092877499995
-2.937787992369715e-20,-3.1187210064999995
-2.8763261487511126e-20,-3.1182327252499995
-2.811320768925565e-20,-3.1177444439999995
-2.7428509155214083e-20,-3.1172561627499995
-2.6709999385418907e-20,-3.1167678814999995
-2.5958553748682938e-20,-3.1162796002499995
-2.5175088425562245e-20,-3.1157913189999995
-2.4360559300520807e-20,-3.1153030377499995
-2.3515960804616482e-20,-3.1148147564999995
-2.2642324710103278e-20,-3.1143264752499995
-2.1740718878399145e-20,-3.1138381939999995
-2.081224596292585e-20,-3.1133499127499995
-1.9858042068386614e-20,-3.1128616314999995
-1.8879275368104673e-20,-3.1123733502499995
-1.7877144681089204e-20,-3.1118850689999995
-1.6852878010559196e-20,-3.1113967877499995
-1.5807731045693034e-20,-3.1109085064999995
-1.4742985628426567e-20,-3.1104202252499995
-1.3659948186805113e-20,-3.1099319439999995
-1.2559948135802084e-20,-3.1094436627499995
-1.1444336251903994e-20,-3.1089553814999995
-1.0314483019901621e-20,-3.1084671002499995
-9.171776953730834e-21,-3.1079788189999995
-8.0176228941278e-21,-3.1074905377499995
-6.85344028518003e-21,-3.1070022564999995
-5.680661431891844e-21,-3.1065139752499995
-4.500729740881623e-21,-3.1060256939999995
-3.3150979463854596e-21,-3.1055374127499995
-2.1252263237345096e-21,-3.1050491314999995
-9.325808924944377e-22,-3.1045608502499995
2.613683885054502e-22,-3.1040725689999995
1.4551494320607443e-21,-3.1035842877499995
2.6472898371390675e-21,-3.1030960064999995
3.8363187048787906e-21,-3.1026077252499995
5.020768453775182e-21,-3.1021194439999995
6.1991766318348305e-21,-3.1016311627499995
7.370087723445499e-21,-3.1011428814999995
8.532054948736832e-21,-3.1006546002499995
9.683642053200479e-21,-3.1001663189999995
1.0823425085362568e-20,-3.0996780377499995
1.19499941602924e-20,-3.0991897564999995
1.3061955206774153e-20,-3.0987014752499995
1.4157931695968695e-20,-3.0982131939999995
1.5236566349409836e-20,-3.0977249127499995
1.62965228242275e-20,-3.0972366314999995
1.7336487373482253e-20,-3.0967483502499995
1.835517047956464e-20,-3.0962600689999995
1.935130845859656e-20,-3.0957717877499995
2.0323665033861283e-20,-3.0952835064999995
2.1271032876268132e-20,-3.0947952252499995
2.2192235109953746e-20,-3.0943069439999995
2.308612678110415e-20,-3.0938186627499995
2.3951596288189085e-20,-3.0933303814999995
2.478756677178285e-20,-3.0928421002499995
2.5592997462252235e-20,-3.0923538189999995
